"NUM_OC","OC","ARTICULO","CODIGO","DESCRIPCION","UND_MEDIDA","CANTIDAD","CTD_RECIBIDA","CTD_ACEPTADA","CTD_RECHAZADA","PRECIO","IMPORTE","MONEDA","FECHA_CREACION","FECHA_PROMETIDA","AÑO CREACIÓN","AÑO ENTREGA","PROVEEDOR","COMPRADOR","IMPORTADO","ORG_ENVIO","ESTADO","COMENTARIOS","CANCELADA","DIRECCION_ENVIO"
"101718473","101718473","10047796","10047796","PLEG. TELMISARTAN MK 40 mg x30 TAB","milu","6","6","6","0","437,000","2,622,000","COP","7/11/2023","8/15/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718474","101718474","10048609","10048609","PLEG MEMANTINA MK 20 mg x 30 TABR ","milu","7","7","7","0","395,000","2,765,000","COP","7/11/2023","8/8/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718475","101718475","10040195","10040195","PLEG FINASTERIDE 5 mg x 30 TABC","milu","4","4","4","0","378,000","1,323,000","COP","7/11/2023","8/4/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718477","101718477","10040136","10040136","PLEG. GABAPENTIN MK 300 mg X 30 CAP","milu","10","11","11","0","307,000","3,070,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718478","101718478","10039820","10039820","PLEG. GABAPENTIN MK 300 mg X 30 CAP (CR,GT,HN,SV,PA)","milu","11","11","11","0","307,000","3,223,500","COP","7/11/2023","8/15/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718479","101718479","10039391","10039391","PLEG. ATENOLOL 100 mg x 30 TAB ECU","milu","4","4","4","0","435,000","1,740,000","COP","7/11/2023","8/15/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718480","101718480","10039378","10039378","PLEG. RISPERIDONA MK 2 mg x 20 TABC (SV,PA,GT)","milu","4","4","4","0","458,000","1,603,000","COP","7/11/2023","7/28/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718481","101718481","10048228","10048228","PLEG TELMISARTAN MK 80 mg x 10 TAB MMED","milu","8","8","8","0","245,000","1,960,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718483","101718483","10048227","10048227","PLEG TELMISARTAN MK 80 mg x 30 TAB","milu","15","16","16","0","435,000","6,525,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718484","101718484","10038676","10038676","PLEG. CARVEDILOL MK 12.5 mg x 30 TAB","milu","6","6","6","0","185,000","1,110,000","COP","7/11/2023","8/28/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718485","101718485","10045222","10045222","PLEG. ATORVASTATINA 40 mg x 30 TABC (COL-CA)","milu","5","5","5","0","637,000","3,185,000","COP","7/11/2023","8/8/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718486","101718486","10048437","10048437","PLEG NOR- SILIUM 10 mg x 10 TAB MMED (SLV)","milu","2","2","2","0","515,000","1,030,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718487","101718487","10048435","10048435","PLEG NOR-SILIUM 10 mg x 20 TAB (SLV)","milu","3","3","3","0","430,000","1,290,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718563","101718563","10034471","10034471","COLLARIN Z-FULL GRANULADO ECU","milu","3","3","3","0","426,000","1,278,000","COP","7/11/2023","8/30/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718564","101718564","10043594","10043594","PLEG. VITA C MK 500 mg CEREZA TABM x 100 TAB","milu","10","10","10","0","685,000","6,850,000","COP","7/11/2023","9/1/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718568","101718568","10048454","10048454","STICKER NUEVA OFERTA 20% 27 x 95 mm","milu","36","38","38","0","63,000","2,268,000","COP","7/11/2023","8/18/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101718571","101718571","10045643","10045643","STICKER PRECIO IBU MG $2200","milu","21","22","22","0","61,500","1,291,500","COP","7/11/2023","8/22/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101718573","101718573","10045641","10045641","STICKER PRECIO SFL PLUS $3000","milu","24","23","23","0","77,500","1,860,000","COP","7/11/2023","8/22/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101718580","101718580","10044307","10044307","PLEG. ZELIX 100mg/5mL x 60 mL GPS","milu","3","3","3","0","629,000","1,887,000","COP","7/11/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718582","101718582","10043592","10043592","DISP. VITA C MK 500 mg MAND TABM x 12 SOB","milu","4","4","4","0","1,867,000","7,468,000","COP","7/11/2023","8/4/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718585","101718585","10043591","10043591","PLEG. VITA C MK 500 mg MAND TABM x 100 TAB","milu","11","11","11","0","685,000","7,535,000","COP","7/11/2023","9/1/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718588","101718588","10043589","10043589","DISP. VITA C MK 500 mg NJA TABM x 12 SOB","milu","4","4","4","0","1,867,000","7,468,000","COP","7/11/2023","9/5/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718590","101718590","10043588","10043588","PLEG. VITA C MK 500 mg NJA TABM x 100 TAB","milu","45","44","44","0","489,000","22,005,000","COP","7/11/2023","8/4/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718592","101718592","10042893","10042893","PLEG. IRBESARTAN HCT MK 300/12.5 mg x 30 TAB ECU","milu","4","4","4","0","430,000","1,505,000","COP","7/11/2023","8/15/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718598","101718598","Z00070564","Z00070564","SERVICIO INTERMEDIO PRODUCCION AMPICILIN 500MG/100","milu","8","8","8","0","4,924,000","38,658,324","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1205277 PT CÓD 70564
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718599","101718599","Z00170462","Z00170462","SERVICIO INTERMEDIO PRODUCCION AMPICILIN 500MG/100","milu","2","2","2","0","5,024,000","10,048,000","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1223898 PT CÓD 170462
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718602","101718602","Z00070595","Z00070595","SERVICIO INTERMEDIO PRODUCCION AMPICILIN 1GRM /100","milu","2","2","2","0","4,924,000","10,586,600","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1213459 PT CÓD 70595
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718603","101718603","Z00070595","Z00070595","SERVICIO INTERMEDIO PRODUCCION AMPICILIN 1GRM /100","milu","2","2","2","0","4,924,000","10,586,600","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","","OP 1223667 PT CÓD 70595
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718604","101718604","Z00170493","Z00170493","SERVICIO INTERMEDIO PRODUCCION AMPICILIN 1G/100TABEXP","milu","2","2","2","0","5,174,000","11,124,100","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","","OP 1213475 PT CÓD 170493
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718605","101718605","Z1000657","Z1000657","SERVICIO INTERMEDIO PRODUCCION CEFALEX./10 EXPORTACION","milu","36","35","35","0","630,000","22,625,820","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1213611 PT CÓD 170837
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718607","101718607","Z1000674","Z1000674","SERVICIO INTERMEDIO PRODUCCION DICLOXACILINA250MGSUS EXP","milu","8","8","8","0","808,000","6,413,904","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1213755 PT CÓD 171137
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718609","101718609","Z1000674","Z1000674","SERVICIO INTERMEDIO PRODUCCION DICLOXACILINA250MGSUS EXP","milu","8","8","8","0","808,000","6,413,904","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1223936 PT CÓD 171137
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718610","101718610","Z00285670","Z00285670","SERVICIO INTERMEDIO PRODUCCION CEFALEX./10","milu","36","35","35","0","624,000","22,410,336","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1205287 PT CÓD 285670
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718611","101718611","Z1000675","Z1000675","SERVICIO INTERMEDIO PRODUCCION CEFALEXINA SUSP. EXP","milu","14","14","14","0","781,000","10,819,193","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1213783 PT CÓD 1703175
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718612","101718612","Z1000675","Z1000675","SERVICIO INTERMEDIO PRODUCCION CEFALEXINA SUSP. EXP","milu","14","14","14","0","781,000","10,819,193","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1223965 PT CÓD 1703175
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718614","101718614","Z02065733","Z02065733","SERVICIO INTERMEDIO PRODUCCION AMPICILINA 1 g CA x 100 TAB","milu","2","2","2","0","5,174,000","11,124,100","COP","7/11/2023","9/11/2023","2023","2023","SYNTOFARMA S.A.","KAROL LIZETH TRUJILLO RAMIREZ","M25-SERVICIO","TQT","CLOSED","OP 1213479 PT CÓD 2065733
","","SYNTOFARMA BOGOTA: carrera 20 N° 166 - 70"
"101718622","101718622","10030062","10030062","PLEG QUETIAPINA MK 200 mg X 30 TABC ECU","milu","1","1","1","0","1,317,000","1,317,000","COP","7/11/2023","7/28/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718710","101718710","47100606","47100606","COLOR ROJO PONCEAU 4R CI.16255","g","60,000","60,000","60,000","0","84","5,040,000","COP","7/11/2023","7/27/2023","2023","2023","DISAROMAS S.A.","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQY","CLOSED","PRECIO USD 0.02 xTRM 4189 Jul-07/23
","N","AUTOPISTA CALI-YUMBO KM 4"
"101718726","101718726","47700226","47700226","POLIVINILPIRROLIDONA K-30","Kg","900","900","900","0","108,914","98,022,600","COP","7/11/2023","10/23/2023","2023","2023","HANDLER SAS","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","PRECIO USD 26 xTRM 4189 Jul-07/23
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718785","101718785","10006033","10006033","GLUCOSA 43 BE","Kg","290","300","300","0","5,060","1,467,400","COP","7/11/2023","8/4/2023","2023","2023","INGREDION COLOMBIA S.A.","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101718786","101718786","10005907","10005907","AZUCAR REFINADA KOLA","Kg","34,000","34,000","34,000","0","4,230","143,820,000","COP","7/11/2023","7/14/2023","2023","2023","MANUELITA S.A.","CATALINA TORRES GONZALEZ","M13-MATERIA PRIMA NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101718787","101718787","10018258","10018258","BICARBONATO DE POTASIO GRANULAR","Kg","91","91","91","0","22","1,950","USD","7/11/2023","8/24/2023","2023","2023","RJ CHEMICALS INC","CATALINA TORRES GONZALEZ","M16-MATERIA PRIMA IMPORTADA","TQJ","CLOSED","""""""Please dispatch with origin certificate
""""
""
","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718892","101718892","10047825","10047825","STICKER SUPER AHORRO KOLA GRANULADA MK DOYPACK x 400 g","milu","3","3","3","0","600,000","1,500,000","COP","7/12/2023","8/8/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQY","CLOSED","nuevo Sticker Kola doy pack x 400g","","AUTOPISTA CALI-YUMBO KM 4"
"101718958","101718958","10044306","10044306","ETIQ. ZELIX 100mg/5mL x 60 mL GPS","milu","0","0","0","0","455,000","0","COP","7/12/2023","8/9/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","Y","AUTOPISTA CALI-JAMUNDI KM 23"
"101718960","101718960","10044890","10044890","INS. FLUOXETINA 20 mg CAP","milu","70","74","74","0","111,000","7,770,000","COP","7/12/2023","8/22/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718962","101718962","10047785","10047785","INS ATORVASTATINA MK 20 mg TABC  ECU","milu","10","11","11","0","70,000","700,000","COP","7/12/2023","8/11/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718965","101718965","10040475","10040475","INSERTO ESCITALOPRAM MK 10 mg TAB REC ECU","milu","12","12","12","0","80,000","920,000","COP","7/12/2023","7/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718966","101718966","10047948","10047948","INS. GABAPENTIN MK 300 mg CAP (SV)","milu","6","6","6","0","190,500","1,143,000","COP","7/12/2023","8/8/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718967","101718967","10039817","10039817","INS. GABAPENTIN MK 400 mg ECU","milu","8","8","8","0","87,000","696,000","COP","7/12/2023","8/8/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718968","101718968","10048229","10048229","INS TELMISARTAN MK 80 mg TAB","milu","20","21","21","0","69,600","1,392,000","COP","7/12/2023","8/18/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718969","101718969","10048438","10048438","INS NOR- SILIUM 10 mg (SLV)","milu","5","5","5","0","146,000","730,000","COP","7/12/2023","8/11/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101718991","101718991","10047098","10047098","INS ATORVASTATINA MK 10 mg TABC ECU","milu","10","11","11","0","97,400","974,000","COP","7/12/2023","7/25/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719138","101719138","10042849","10042849","PLEG IBUFLASH MIGRAN X 8 CAPL (NP)","milu","100","105","105","0","282,000","28,200,000","COP","7/12/2023","8/11/2023","2023","2023","INDUGRAFICAS S.A.S","SAHARA MARIA PINEDA SANTANDER","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719143","101719143","10046135","10046135","PLEG IBUPROFENO 800mg X30 CAPB (NP)","milu","60","62","62","0","567,000","34,020,000","COP","7/12/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","SAHARA MARIA PINEDA SANTANDER","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719146","101719146","10045901","10045901","PLEG IBUFLASH MK UF X8 CAPB (NP)","milu","12","13","13","0","405,000","4,860,000","COP","7/12/2023","8/11/2023","2023","2023","INDUGRAFICAS S.A.S","SAHARA MARIA PINEDA SANTANDER","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719151","101719151","10033851","10033851","ALCOHOL ETÍLICO RECTIFICADO SIN DESNATURALIZAR","L","400","800","800","0","3,900","1,560,016","COP","7/12/2023","7/14/2023","2023","2023","SUCROAL S.A.","ANLY VIVIAN QUIROGA REY","M13-MATERIA PRIMA NACIONAL","TQJ","CLOSED","Precio 0.93 USD x TRM  $4,193.59  - 12 Julio 2023","","AUTOPISTA CALI-JAMUNDI KM 23"
"101719183","101719183","10046979","10046979","PLEG. IBUPROFENO MK 600mg X 50 TABC INST (SAV)","milu","20","21","21","0","270,000","5,400,000","COP","7/13/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719184","101719184","10047252","10047252","PLEG. IBUPROFENO MK 600mg X 50 TABC INST","milu","12","13","13","0","414,000","4,968,000","COP","7/13/2023","8/4/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719191","101719191","10042217","10042217","PLEG. MEMANTINA MK 20 mg X 30 TABC (GT,PA,RD)","milu","4","4","4","0","429,000","1,716,000","COP","7/13/2023","8/8/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719193","101719193","10042975","10042975","PLEG. ATORVASTATINA MK 40 mg x 30 TABC","milu","8","8","8","0","499,000","3,992,000","COP","7/13/2023","9/6/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719196","101719196","10043312","10043312","PLEG. ATORVASTATINA MK 40 mg x 30 TABC ECU","milu","5","5","5","0","637,000","3,185,000","COP","7/13/2023","8/14/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719198","101719198","10047433","10047433","PLEG. DICLOFENACO MK 100 mg x 20 CAP LP (GT)","milu","4","4","4","0","378,000","1,512,000","COP","7/13/2023","8/18/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719199","101719199","Z1000828","Z1000828","SERVICIO DE REFILE ALUM. BLISTER 237 mm 25 mic a (10Kg)","Kg","1,008","1,020","1,020","0","4,380","4,415,040","COP","7/13/2023","7/21/2023","2023","2023","CG INVERSIONES SAS","LUIS FELIPE MONTERO CAÑAS","M25-SERVICIO","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719343","101719343","10036046","10036046","INSERTO DICLOFENACO MK (RD) 100mg CAP LP (RD)","milu","10","11","11","0","101,700","1,017,000","COP","7/13/2023","8/17/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719345","101719345","10034860","10034860","INS DULOXETINA MK (R.D.) 30 mg","milu","1","1","1","0","404,600","404,600","COP","7/13/2023","8/14/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719349","101719349","10040697","10040697","INS VALSARTAN MK 160 mg (RD)","milu","2","2","2","0","221,600","443,200","COP","7/13/2023","8/14/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719403","101719403","10048245","10048245","PLEG ACETAMINOFEN MK 500 mg X100TABC","milu","65","68","68","0","648,000","42,120,000","COP","7/13/2023","7/28/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719406","101719406","10048256","10048256","PLEG ACETAMINOFEN MK 500 mg X 16 TABC ","milu","80","80","80","0","295,000","23,600,000","COP","7/13/2023","7/28/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719411","101719411","10048247","10048247","PLEG ACETAMINOFEN MK 500 mg x 24 TABC","milu","24","25","25","0","350,000","8,400,000","COP","7/13/2023","7/27/2023","2023","2023","INDUGRAFICAS S.A.S","LUIS FELIPE MONTERO CAÑAS","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
"101719421","101719421","10043013","10043013","LAMIN. KOLA GRANULADA MK SABOR KOLA 25 g","Kg","3,000","2,685","2,685","0","34,685","104,055,000","COP","7/13/2023","8/23/2023","2023","2023","EMPAQUES FLEXIBLES DE COLOMBIA S.A.","CATALINA TORRES GONZALEZ","M19-MATERIAL EMPAQUE NACIONAL","TQY","CLOSED","","N","AUTOPISTA CALI-YUMBO KM 4"
"101719466","101719466","10046980","10046980","INS. IBUPROFENO MK 600 mg (SAV)","milu","20","20","20","0","76,000","1,520,000","COP","7/13/2023","7/31/2023","2023","2023","SERVIGRAFIC SAS","MARIA VICTORIA MEJIA BRAVO","M19-MATERIAL EMPAQUE NACIONAL","TQJ","CLOSED","","N","AUTOPISTA CALI-JAMUNDI KM 23"
