Date,Hotel Name,Stars,Destination,Address,Amenities,Night Price($)
5/3/2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Hot tub, Parking, Kitchen/Kitchenette",1481
5/3/2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Airport Shuttle, Kitchen/Kitchenette",908
6/3/2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Fitness, Gym, Free WiFi",369
6/3/2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Free Breakfast, Kitchen/Kitchenette, Free WiFi",1450
7/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Pool, Gym, Kitchen/Kitchenette, Airport Shuttle, Parking",2979
7/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Airport Shuttle, Pet friendly, Parking, Pool",1693
8/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Free WiFi, Airport Shuttle, Fitness, Gym",521
8/3/2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Fitness, Free WiFi, Parking",1359
9/3/2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Gym, Kitchen/Kitchenette, Parking",2763
9/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Gym, Parking, Free Breakfast, Fitness, Pet friendly",776
10/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Parking, Free Breakfast, Pool",3048
10/3/2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Fitness, Kitchen/Kitchenette, Free Breakfast, Pool, Gym",597
11/3/2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Kitchen/Kitchenette, Parking, Hot tub",516
11/3/2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free WiFi, Pool, Parking, Hot tub",514
12/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Kitchen/Kitchenette, Gym, Airport Shuttle",806
12/3/2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free Breakfast, Airport Shuttle, Gym, Hot tub",2191
13-03-2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Fitness, Gym, Pet friendly, Airport Shuttle, Hot tub",2869
14-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Parking, Fitness",815
15-03-2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free WiFi, Fitness, Pet friendly, Airport Shuttle, Pool",1571
16-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Gym, Kitchen/Kitchenette, Parking, Free Breakfast, Fitness",1434
17-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Pet friendly, Free Breakfast, Kitchen/Kitchenette",2389
18-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Fitness, Free WiFi, Pet friendly, Pool, Gym",2779
19-03-2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Pool, Gym, Free Breakfast",1302
20-03-2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Gym, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1752
21-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Fitness, Free WiFi",892
22-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Kitchen/Kitchenette, Parking, Free Breakfast, Pet friendly, Gym",2728
23-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Free WiFi, Gym, Pet friendly, Kitchen/Kitchenette",1148
24-03-2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Fitness, Free Breakfast, Parking, Hot tub, Kitchen/Kitchenette",2200
25-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Parking, Hot tub, Free Breakfast, Kitchen/Kitchenette, Pool",1922
26-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Airport Shuttle, Free Breakfast, Free WiFi, Parking",931
26-03-2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Pool, Free WiFi, Hot tub, Fitness",2177
27-03-2024,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,Los Angeles,"404 S Figueroa St, Los Angeles, CA 90071","Airport Shuttle, Free WiFi, Pet friendly, Hot tub, Pool",1789
27-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free WiFi, Fitness, Free Breakfast, Gym",2470
28-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Gym, Free WiFi, Hot tub, Pet friendly",1997
28-03-2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Kitchen/Kitchenette, Pet friendly, Free Breakfast",831
29-03-2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Fitness, Parking, Pet friendly",888
29-03-2024,The LINE Hotel,5,Los Angeles,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Hot tub, Parking, Fitness",601
30-03-2024,InterContinental Los Angeles Downtown,5,Los Angeles,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Fitness, Free WiFi, Gym",1288
30-03-2024,JW Marriott Los Angeles L.A. LIVE,5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Parking, Fitness, Pet friendly, Airport Shuttle",1243
31-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Free Breakfast, Pool, Free WiFi, Kitchen/Kitchenette, Gym",682
31-03-2024,"The Ritz-Carlton, Los Angeles",5,Los Angeles,"900 W Olympic Blvd, Los Angeles, CA 90015","Pool, Airport Shuttle, Free WiFi, Hot tub, Parking",742
1/3/2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Gym,188
1/3/2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,157
2/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Pool, Fitness",209
2/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,224
3/3/2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
3/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
4/3/2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
4/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
5/3/2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Pet friendly, Pool",230
5/3/2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Free WiFi, Free Breakfast",160
6/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Pet friendly, Parking",171
6/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Hot tub, Parking",159
7/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Pet friendly, Free WiFi",192
7/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Free Breakfast, Gym, Kitchen/Kitchenette",165
8/3/2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Free WiFi, Hot tub",183
8/3/2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102",Fitness,172
9/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,193
9/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Free WiFi,175
10/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Fitness, Gym, Parking",182
10/3/2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Gym, Free Breakfast, Hot tub",182
11/3/2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Pet friendly, Hot tub",159
11/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Gym, Pool, Parking",168
12/3/2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Free WiFi, Free Breakfast, Kitchen/Kitchenette",230
12/3/2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103",Hot tub,202
13-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102",Kitchen/Kitchenette,229
13-03-2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Free WiFi",162
14-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free WiFi, Free Breakfast, Kitchen/Kitchenette",223
14-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Gym, Kitchen/Kitchenette, Parking",154
15-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Parking, Kitchen/Kitchenette",170
15-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free Breakfast, Parking, Kitchen/Kitchenette",207
16-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Fitness,151
16-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Pet friendly, Free Breakfast, Pool",183
17-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103",Hot tub,172
17-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Hot tub, Free WiFi, Pool",169
18-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Parking",225
18-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free WiFi, Pool, Kitchen/Kitchenette",202
19-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102",Gym,163
19-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102",Hot tub,176
20-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Free Breakfast, Airport Shuttle",203
20-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Free Breakfast,152
21-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Fitness, Pet friendly",195
21-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Pet friendly,166
22-03-2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Pool, Fitness",172
22-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Kitchen/Kitchenette,211
23-03-2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Hot tub, Parking, Airport Shuttle",203
23-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Fitness, Kitchen/Kitchenette, Gym",157
24-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Free WiFi",164
24-03-2024,Fairmont San Francisco,4,San Francisco,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Free WiFi, Parking",157
25-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Parking, Kitchen/Kitchenette, Fitness",221
25-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Free Breakfast, Pet friendly, Free WiFi",159
26-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Parking, Pet friendly",150
26-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103","Free WiFi, Gym, Pool",219
27-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Parking, Fitness",197
27-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103",Pet friendly,187
28-03-2024,InterContinental San Francisco,4,San Francisco,"888 Howard St, San Francisco, CA 94103","Gym, Free WiFi, Hot tub",149
28-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Airport Shuttle,206
29-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Fitness,169
29-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Pet friendly, Fitness",214
30-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Gym, Fitness",172
30-03-2024,"The Ritz-Carlton, San Francisco",4,San Francisco,"600 Stockton St, San Francisco, CA 94108",Fitness,185
31-03-2024,The St. Regis San Francisco,4,San Francisco,"125 3rd St, San Francisco, CA 94103",Pet friendly,158
31-03-2024,Hotel Nikko San Francisco,4,San Francisco,"222 Mason St, San Francisco, CA 94102","Airport Shuttle, Fitness, Hot tub",177
1/3/2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Parking, Pet friendly, Hot tub",529
1/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Parking, Pool, Free Breakfast, Pet friendly, Fitness",413
2/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Airport Shuttle, Pool, Free WiFi, Gym",1152
2/3/2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Gym, Kitchen/Kitchenette, Pet friendly, Fitness, Free WiFi",1325
3/3/2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
3/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
4/3/2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
4/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
5/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Fitness, Pet friendly, Gym, Airport Shuttle",428
5/3/2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Fitness, Hot tub, Parking",1154
6/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Fitness, Hot tub, Kitchen/Kitchenette, Free Breakfast, Gym",653
6/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Pool, Airport Shuttle, Hot tub, Fitness, Pet friendly",358
7/3/2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Airport Shuttle, Parking, Gym, Kitchen/Kitchenette, Pool",506
7/3/2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Hot tub, Gym, Kitchen/Kitchenette",755
8/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Pool, Fitness, Gym",896
8/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Parking, Airport Shuttle, Fitness, Hot tub",826
9/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Gym, Airport Shuttle, Parking",1465
9/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Parking, Pet friendly, Fitness, Free WiFi",1401
10/3/2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Kitchen/Kitchenette, Free Breakfast, Pool",1203
10/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Kitchen/Kitchenette, Parking, Free Breakfast",1170
11/3/2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Airport Shuttle, Free WiFi, Gym, Free Breakfast, Pool",364
11/3/2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Parking, Free WiFi, Fitness",968
12/3/2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Free WiFi, Airport Shuttle, Gym, Hot tub, Fitness",1107
12/3/2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Pool, Gym, Hot tub, Airport Shuttle",443
13-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Hot tub, Parking, Pet friendly, Pool, Gym",753
13-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Gym, Free WiFi, Fitness, Free Breakfast",1358
14-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Pet friendly, Kitchen/Kitchenette, Gym, Free Breakfast, Free WiFi",667
14-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Fitness, Hot tub, Airport Shuttle, Free Breakfast",757
15-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Free WiFi, Gym, Fitness",597
15-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Free Breakfast, Gym, Free WiFi, Parking, Kitchen/Kitchenette",283
16-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free WiFi, Hot tub, Parking",383
16-03-2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Pet friendly, Fitness, Parking, Free Breakfast",788
17-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Parking, Hot tub, Kitchen/Kitchenette, Gym, Fitness",776
17-03-2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Airport Shuttle, Parking, Hot tub, Gym",1524
18-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Hot tub, Free Breakfast, Pool, Gym",1031
18-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Hot tub, Airport Shuttle, Gym, Pool",559
19-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Parking, Kitchen/Kitchenette, Pet friendly, Hot tub",1037
19-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Pet friendly, Free Breakfast, Gym, Hot tub, Free WiFi",1003
20-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Pet friendly, Hot tub, Parking, Pool, Free Breakfast",1227
20-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Fitness, Kitchen/Kitchenette, Pool, Free WiFi",485
21-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free WiFi, Hot tub, Pool, Airport Shuttle, Gym",395
21-03-2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Pet friendly, Free Breakfast, Airport Shuttle, Parking, Kitchen/Kitchenette",649
22-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free WiFi, Free Breakfast, Pet friendly, Kitchen/Kitchenette",1107
22-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Hot tub, Pet friendly, Parking, Airport Shuttle, Kitchen/Kitchenette",996
23-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Parking, Pool, Hot tub",849
23-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Free WiFi, Parking, Hot tub, Kitchen/Kitchenette, Fitness",1325
24-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Gym, Pet friendly, Fitness, Kitchen/Kitchenette",1506
24-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Parking, Airport Shuttle, Hot tub",1014
25-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Kitchen/Kitchenette, Free Breakfast, Airport Shuttle",1174
25-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Airport Shuttle, Kitchen/Kitchenette, Pool, Fitness",1428
26-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Airport Shuttle, Free WiFi, Free Breakfast, Hot tub",1388
26-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Parking, Fitness, Airport Shuttle, Pool, Kitchen/Kitchenette",395
27-03-2024,The St. Regis San Francisco,5,San Francisco,"125 3rd St, San Francisco, CA 94103","Pool, Airport Shuttle, Pet friendly",597
27-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Gym, Hot tub, Free WiFi, Pet friendly",1387
28-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Free WiFi, Kitchen/Kitchenette, Gym, Fitness",767
28-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Pet friendly, Fitness, Parking",631
29-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Parking, Gym, Airport Shuttle",393
29-03-2024,Fairmont San Francisco,5,San Francisco,"950 Mason St, San Francisco, CA 94108","Free Breakfast, Airport Shuttle, Free WiFi, Kitchen/Kitchenette",402
30-03-2024,"The Ritz-Carlton, San Francisco",5,San Francisco,"600 Stockton St, San Francisco, CA 94108","Parking, Fitness, Hot tub",1175
30-03-2024,Hotel Nikko San Francisco,5,San Francisco,"222 Mason St, San Francisco, CA 94102","Gym, Kitchen/Kitchenette, Free WiFi, Pet friendly, Fitness",867
31-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Hot tub, Pool, Gym",812
31-03-2024,InterContinental San Francisco,5,San Francisco,"888 Howard St, San Francisco, CA 94103","Parking, Free Breakfast, Free WiFi, Pet friendly, Airport Shuttle",1345
1/3/2024,The Edgewater Hotel,4,Seattle,"2411 Alaskan Way, Seattle, WA 98121","Parking, Fitness",224
1/3/2024,The Westin Seattle,4,Seattle,"1900 5th Ave, Seattle, WA 98101","Airport Shuttle, Parking",176
2/3/2024,Fairmont Olympic Hotel,4,Seattle,"411 University St, Seattle, WA 98101","Airport Shuttle, Free WiFi",192
2/3/2024,The Westin Seattle,4,Seattle,"1900 5th Ave, Seattle, WA 98101","Parking, Free WiFi, Gym",256
3/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101","Parking, Free Breakfast, Pet friendly",239
3/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101","Free Breakfast, Pool, Airport Shuttle",188
4/3/2024,Fairmont Olympic Hotel,4,Seattle,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
4/3/2024,Thompson Seattle,4,Seattle,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
5/3/2024,The Westin Seattle,4,Seattle,"1900 5th Ave, Seattle, WA 98101","Fitness, Free WiFi, Airport Shuttle",216
5/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101","Pool, Pet friendly, Gym",284
6/3/2024,The Edgewater Hotel,4,Seattle,"2411 Alaskan Way, Seattle, WA 98121","Gym, Free Breakfast, Parking",276
6/3/2024,Thompson Seattle,4,Seattle,"110 Stewart St, Seattle, WA 98101",Kitchen/Kitchenette,218
7/3/2024,The Westin Seattle,4,Seattle,"1900 5th Ave, Seattle, WA 98101","Fitness, Pet friendly",282
7/3/2024,The Edgewater Hotel,4,Seattle,"2411 Alaskan Way, Seattle, WA 98121","Fitness, Pet friendly, Pool",184
8/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101","Pool, Parking, Gym",247
8/3/2024,Thompson Seattle,4,Seattle,"110 Stewart St, Seattle, WA 98101","Parking, Kitchen/Kitchenette, Airport Shuttle",217
9/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101",Airport Shuttle,226
9/3/2024,Sheraton Grand Seattle,4,Seattle,"1400 6th Ave, Seattle, WA 98101","Pet friendly, Airport Shuttle",206
10/3/2024,Fairmont Olympic Hotel,4,Seattle,"411 University St, Seattle, WA 98101",Parking,244
10/3/2024,Thompson Seattle,4,Seattle,"110 Stewart St, Seattle, WA 98101",Gym,219
11/3/2024,Thompson Seattle,4,Seattle,"110 Stewart St, Seattle, WA 98101","Pet friendly, Hot tub",264
