origin,destination,date_from,date_to,flight_price,hotel_name,stars,address,amenities,hotel_price,total_price
Chicago,NYC,2024-01-29,2024-01-31,133,Null,4,Null,Null,267,400
Chicago,NYC,2024-01-29,2024-01-31,133,Null,5,Null,Null,1637,1770
San Francisco,NYC,2024-01-29,2024-02-04,136,Null,4,Null,Null,267,403
San Francisco,NYC,2024-01-29,2024-02-04,136,Null,5,Null,Null,1637,1773
Los Angeles,NYC,2024-01-29,2024-02-02,191,Null,4,Null,Null,267,458
Los Angeles,NYC,2024-01-29,2024-02-03,191,Null,5,Null,Null,1637,1828
San Diego,NYC,2024-01-29,2024-02-04,138,Null,4,Null,Null,267,405
San Diego,NYC,2024-01-29,2024-02-02,138,Null,5,Null,Null,1637,1775
Seattle,Chicago,2024-01-29,2024-01-31,146,Null,4,Null,Null,139,285
Seattle,Chicago,2024-01-29,2024-02-01,146,Null,5,Null,Null,1349,1495
NYC,Chicago,2024-01-29,2024-01-30,122,Null,4,Null,Null,139,261
NYC,Chicago,2024-01-29,2024-02-01,122,Null,5,Null,Null,1349,1471
San Francisco,Chicago,2024-01-29,2024-02-02,131,Null,4,Null,Null,139,270
San Francisco,Chicago,2024-01-29,2024-02-02,131,Null,5,Null,Null,1349,1480
Los Angeles,Chicago,2024-01-29,2024-02-01,73,Null,4,Null,Null,139,212
Los Angeles,Chicago,2024-01-29,2024-01-30,73,Null,5,Null,Null,1349,1422
San Diego,Chicago,2024-01-29,2024-02-03,143,Null,4,Null,Null,139,282
San Diego,Chicago,2024-01-29,2024-02-02,143,Null,5,Null,Null,1349,1492
Seattle,San Francisco,2024-01-29,2024-02-02,130,Null,4,Null,Null,202,332
Seattle,San Francisco,2024-01-29,2024-02-02,130,Null,5,Null,Null,298,428
NYC,San Francisco,2024-01-29,2024-01-31,134,Null,4,Null,Null,202,336
NYC,San Francisco,2024-01-29,2024-02-03,134,Null,5,Null,Null,298,432
Chicago,San Francisco,2024-01-29,2024-02-02,109,Null,4,Null,Null,202,311
Chicago,San Francisco,2024-01-29,2024-02-01,109,Null,5,Null,Null,298,407
Los Angeles,San Francisco,2024-01-29,2024-02-01,58,Null,4,Null,Null,202,260
Los Angeles,San Francisco,2024-01-29,2024-01-31,58,Null,5,Null,Null,298,356
San Diego,San Francisco,2024-01-29,2024-02-02,84,Null,4,Null,Null,202,286
San Diego,San Francisco,2024-01-29,2024-02-01,84,Null,5,Null,Null,298,382
Seattle,Los Angeles,2024-01-29,2024-01-31,86,Null,4,Null,Null,198,284
Seattle,Los Angeles,2024-01-29,2024-02-01,86,Null,5,Null,Null,2991,3077
NYC,Los Angeles,2024-01-29,2024-02-03,182,Null,4,Null,Null,198,380
NYC,Los Angeles,2024-01-29,2024-02-05,182,Null,5,Null,Null,2991,3173
Chicago,Los Angeles,2024-01-29,2024-01-31,89,Null,4,Null,Null,198,287
Chicago,Los Angeles,2024-01-29,2024-02-02,89,Null,5,Null,Null,2991,3080
San Francisco,Los Angeles,2024-01-29,2024-02-04,56,Null,4,Null,Null,198,254
San Francisco,Los Angeles,2024-01-29,2024-02-02,56,Null,5,Null,Null,2991,3047
San Diego,Los Angeles,2024-01-29,2024-02-04,47,Null,4,Null,Null,198,245
San Diego,Los Angeles,2024-01-29,2024-02-05,47,Null,5,Null,Null,2991,3038
Seattle,San Diego,2024-01-29,2024-01-31,97,Null,4,Null,Null,360,457
Seattle,San Diego,2024-01-29,2024-02-01,97,Null,5,Null,Null,700,797
NYC,San Diego,2024-01-29,2024-02-02,121,Null,4,Null,Null,360,481
NYC,San Diego,2024-01-29,2024-02-01,121,Null,5,Null,Null,700,821
Chicago,San Diego,2024-01-29,2024-02-01,119,Null,4,Null,Null,360,479
Chicago,San Diego,2024-01-29,2024-01-31,119,Null,5,Null,Null,700,819
San Francisco,San Diego,2024-01-29,2024-02-04,81,Null,4,Null,Null,360,441
San Francisco,San Diego,2024-01-29,2024-01-30,81,Null,5,Null,Null,700,781
Los Angeles,San Diego,2024-01-29,2024-02-02,69,Null,4,Null,Null,360,429
Los Angeles,San Diego,2024-01-29,2024-02-03,69,Null,5,Null,Null,700,769
NYC,Seattle,2024-01-29,2024-01-31,202,Null,4,Null,Null,275,477
NYC,Seattle,2024-01-29,2024-02-01,202,Null,5,Null,Null,1281,1483
Chicago,Seattle,2024-01-29,2024-01-31,78,Null,4,Null,Null,275,353
Chicago,Seattle,2024-01-29,2024-02-05,78,Null,5,Null,Null,1281,1359
San Francisco,Seattle,2024-01-29,2024-02-03,99,Null,4,Null,Null,275,374
San Francisco,Seattle,2024-01-29,2024-02-04,99,Null,5,Null,Null,1281,1380
Los Angeles,Seattle,2024-01-29,2024-01-30,69,Null,4,Null,Null,275,344
Los Angeles,Seattle,2024-01-29,2024-01-30,69,Null,5,Null,Null,1281,1350
San Diego,Seattle,2024-01-29,2024-02-02,103,Null,4,Null,Null,275,378
San Diego,Seattle,2024-01-29,2024-02-05,103,Null,5,Null,Null,1281,1384
Seattle,NYC,2024-01-30,2024-02-06,182,Null,4,Null,Null,391,573
Seattle,NYC,2024-01-30,2024-02-04,182,Null,5,Null,Null,1870,2052
Chicago,NYC,2024-01-30,2024-02-02,103,Null,4,Null,Null,391,494
Chicago,NYC,2024-01-30,2024-02-04,103,Null,5,Null,Null,1870,1973
San Francisco,NYC,2024-01-30,2024-02-03,106,Null,4,Null,Null,391,497
San Francisco,NYC,2024-01-30,2024-01-31,106,Null,5,Null,Null,1870,1976
Los Angeles,NYC,2024-01-30,2024-02-04,188,Null,4,Null,Null,391,579
Los Angeles,NYC,2024-01-30,2024-02-05,188,Null,5,Null,Null,1870,2058
San Diego,NYC,2024-01-30,2024-02-05,98,Null,4,Null,Null,391,489
San Diego,NYC,2024-01-30,2024-02-06,98,Null,5,Null,Null,1870,1968
Seattle,Chicago,2024-01-30,2024-02-01,73,Null,4,Null,Null,136,209
Seattle,Chicago,2024-01-30,2024-02-01,73,Null,5,Null,Null,1465,1538
NYC,Chicago,2024-01-30,2024-01-31,96,Null,4,Null,Null,136,232
NYC,Chicago,2024-01-30,2024-02-05,96,Null,5,Null,Null,1465,1561
San Francisco,Chicago,2024-01-30,2024-02-04,75,Null,4,Null,Null,136,211
San Francisco,Chicago,2024-01-30,2024-02-04,75,Null,5,Null,Null,1465,1540
Los Angeles,Chicago,2024-01-30,2024-02-02,64,Null,4,Null,Null,136,200
Los Angeles,Chicago,2024-01-30,2024-02-01,64,Null,5,Null,Null,1465,1529
San Diego,Chicago,2024-01-30,2024-01-31,76,Null,4,Null,Null,136,212
San Diego,Chicago,2024-01-30,2024-02-02,76,Null,5,Null,Null,1465,1541
Seattle,San Francisco,2024-01-30,2024-02-05,67,Null,4,Null,Null,205,272
Seattle,San Francisco,2024-01-30,2024-02-06,67,Null,5,Null,Null,831,898
NYC,San Francisco,2024-01-30,2024-01-31,103,Null,4,Null,Null,205,308
NYC,San Francisco,2024-01-30,2024-02-03,103,Null,5,Null,Null,831,934
Chicago,San Francisco,2024-01-30,2024-02-03,89,Null,4,Null,Null,205,294
Chicago,San Francisco,2024-01-30,2024-02-05,89,Null,5,Null,Null,831,920
Los Angeles,San Francisco,2024-01-30,2024-02-06,51,Null,4,Null,Null,205,256
Los Angeles,San Francisco,2024-01-30,2024-02-06,51,Null,5,Null,Null,831,882
San Diego,San Francisco,2024-01-30,2024-02-06,54,Null,4,Null,Null,205,259
San Diego,San Francisco,2024-01-30,2024-02-03,54,Null,5,Null,Null,831,885
Seattle,Los Angeles,2024-01-30,2024-01-31,58,Null,4,Null,Null,268,326
Seattle,Los Angeles,2024-01-30,2024-02-05,58,Null,5,Null,Null,1325,1383
NYC,Los Angeles,2024-01-30,2024-02-01,171,Null,4,Null,Null,268,439
NYC,Los Angeles,2024-01-30,2024-02-05,171,Null,5,Null,Null,1325,1496
Chicago,Los Angeles,2024-01-30,2024-02-04,66,Null,4,Null,Null,268,334
Chicago,Los Angeles,2024-01-30,2024-02-06,66,Null,5,Null,Null,1325,1391
San Francisco,Los Angeles,2024-01-30,2024-02-01,51,Null,4,Null,Null,268,319
San Francisco,Los Angeles,2024-01-30,2024-02-06,51,Null,5,Null,Null,1325,1376
San Diego,Los Angeles,2024-01-30,2024-02-05,48,Null,4,Null,Null,268,316
San Diego,Los Angeles,2024-01-30,2024-02-05,48,Null,5,Null,Null,1325,1373
Seattle,San Diego,2024-01-30,2024-02-03,75,Null,4,Null,Null,340,415
Seattle,San Diego,2024-01-30,2024-02-04,75,Null,5,Null,Null,998,1073
NYC,San Diego,2024-01-30,2024-02-04,105,Null,4,Null,Null,340,445
NYC,San Diego,2024-01-30,2024-02-05,105,Null,5,Null,Null,998,1103
Chicago,San Diego,2024-01-30,2024-01-31,80,Null,4,Null,Null,340,420
Chicago,San Diego,2024-01-30,2024-02-06,80,Null,5,Null,Null,998,1078
San Francisco,San Diego,2024-01-30,2024-01-31,54,Null,4,Null,Null,340,394
San Francisco,San Diego,2024-01-30,2024-02-01,54,Null,5,Null,Null,998,1052
Los Angeles,San Diego,2024-01-30,2024-02-02,35,Null,4,Null,Null,340,375
Los Angeles,San Diego,2024-01-30,2024-02-01,35,Null,5,Null,Null,998,1033
NYC,Seattle,2024-01-30,2024-02-04,163,Null,4,Null,Null,193,356
NYC,Seattle,2024-01-30,2024-02-01,163,Null,5,Null,Null,653,816
Chicago,Seattle,2024-01-30,2024-02-06,63,Null,4,Null,Null,193,256
Chicago,Seattle,2024-01-30,2024-02-05,63,Null,5,Null,Null,653,716
San Francisco,Seattle,2024-01-30,2024-02-05,68,Null,4,Null,Null,193,261
San Francisco,Seattle,2024-01-30,2024-02-03,68,Null,5,Null,Null,653,721
Los Angeles,Seattle,2024-01-30,2024-02-02,63,Null,4,Null,Null,193,256
Los Angeles,Seattle,2024-01-30,2024-02-02,63,Null,5,Null,Null,653,716
San Diego,Seattle,2024-01-30,2024-02-06,66,Null,4,Null,Null,193,259
San Diego,Seattle,2024-01-30,2024-02-05,66,Null,5,Null,Null,653,719
Seattle,NYC,2024-01-31,2024-02-02,173,Null,4,Null,Null,394,567
Seattle,NYC,2024-01-31,2024-02-02,173,Null,5,Null,Null,1363,1536
Chicago,NYC,2024-01-31,2024-02-02,133,Null,4,Null,Null,394,527
Chicago,NYC,2024-01-31,2024-02-03,133,Null,5,Null,Null,1363,1496
San Francisco,NYC,2024-01-31,2024-02-03,118,Null,4,Null,Null,394,512
San Francisco,NYC,2024-01-31,2024-02-07,118,Null,5,Null,Null,1363,1481
Los Angeles,NYC,2024-01-31,2024-02-06,186,Null,4,Null,Null,394,580
Los Angeles,NYC,2024-01-31,2024-02-03,186,Null,5,Null,Null,1363,1549
San Diego,NYC,2024-01-31,2024-02-03,127,Null,4,Null,Null,394,521
San Diego,NYC,2024-01-31,2024-02-05,127,Null,5,Null,Null,1363,1490
Seattle,Chicago,2024-01-31,2024-02-02,67,Null,4,Null,Null,161,228
Seattle,Chicago,2024-01-31,2024-02-04,67,Null,5,Null,Null,498,565
NYC,Chicago,2024-01-31,2024-02-01,105,Null,4,Null,Null,161,266
NYC,Chicago,2024-01-31,2024-02-01,105,Null,5,Null,Null,498,603
San Francisco,Chicago,2024-01-31,2024-02-07,86,Null,4,Null,Null,161,247
San Francisco,Chicago,2024-01-31,2024-02-06,86,Null,5,Null,Null,498,584
Los Angeles,Chicago,2024-01-31,2024-02-06,68,Null,4,Null,Null,161,229
Los Angeles,Chicago,2024-01-31,2024-02-06,68,Null,5,Null,Null,498,566
San Diego,Chicago,2024-01-31,2024-02-06,119,Null,4,Null,Null,161,280
San Diego,Chicago,2024-01-31,2024-02-06,119,Null,5,Null,Null,498,617
Seattle,San Francisco,2024-01-31,2024-02-07,76,Null,4,Null,Null,177,253
Seattle,San Francisco,2024-01-31,2024-02-04,76,Null,5,Null,Null,1479,1555
NYC,San Francisco,2024-01-31,2024-02-04,123,Null,4,Null,Null,177,300
NYC,San Francisco,2024-01-31,2024-02-03,123,Null,5,Null,Null,1479,1602
Chicago,San Francisco,2024-01-31,2024-02-07,96,Null,4,Null,Null,177,273
Chicago,San Francisco,2024-01-31,2024-02-05,96,Null,5,Null,Null,1479,1575
Los Angeles,San Francisco,2024-01-31,2024-02-06,63,Null,4,Null,Null,177,240
Los Angeles,San Francisco,2024-01-31,2024-02-02,63,Null,5,Null,Null,1479,1542
San Diego,San Francisco,2024-01-31,2024-02-06,68,Null,4,Null,Null,177,245
San Diego,San Francisco,2024-01-31,2024-02-06,68,Null,5,Null,Null,1479,1547
Seattle,Los Angeles,2024-01-31,2024-02-06,61,Null,4,Null,Null,279,340
Seattle,Los Angeles,2024-01-31,2024-02-07,61,Null,5,Null,Null,447,508
NYC,Los Angeles,2024-01-31,2024-02-06,173,Null,4,Null,Null,279,452
NYC,Los Angeles,2024-01-31,2024-02-03,173,Null,5,Null,Null,447,620
Chicago,Los Angeles,2024-01-31,2024-02-03,79,Null,4,Null,Null,279,358
Chicago,Los Angeles,2024-01-31,2024-02-06,79,Null,5,Null,Null,447,526
San Francisco,Los Angeles,2024-01-31,2024-02-05,72,Null,4,Null,Null,279,351
San Francisco,Los Angeles,2024-01-31,2024-02-04,72,Null,5,Null,Null,447,519
San Diego,Los Angeles,2024-01-31,2024-02-05,55,Null,4,Null,Null,279,334
San Diego,Los Angeles,2024-01-31,2024-02-05,55,Null,5,Null,Null,447,502
Seattle,San Diego,2024-01-31,2024-02-07,71,Null,4,Null,Null,337,408
Seattle,San Diego,2024-01-31,2024-02-04,71,Null,5,Null,Null,447,518
NYC,San Diego,2024-01-31,2024-02-05,111,Null,4,Null,Null,337,448
NYC,San Diego,2024-01-31,2024-02-01,111,Null,5,Null,Null,447,558
Chicago,San Diego,2024-01-31,2024-02-07,89,Null,4,Null,Null,337,426
Chicago,San Diego,2024-01-31,2024-02-07,89,Null,5,Null,Null,447,536
San Francisco,San Diego,2024-01-31,2024-02-01,73,Null,4,Null,Null,337,410
San Francisco,San Diego,2024-01-31,2024-02-03,73,Null,5,Null,Null,447,520
Los Angeles,San Diego,2024-01-31,2024-02-05,61,Null,4,Null,Null,337,398
Los Angeles,San Diego,2024-01-31,2024-02-07,61,Null,5,Null,Null,447,508
NYC,Seattle,2024-01-31,2024-02-03,173,Null,4,Null,Null,227,400
NYC,Seattle,2024-01-31,2024-02-03,173,Null,5,Null,Null,891,1064
Chicago,Seattle,2024-01-31,2024-02-02,73,Null,4,Null,Null,227,300
Chicago,Seattle,2024-01-31,2024-02-02,73,Null,5,Null,Null,891,964
San Francisco,Seattle,2024-01-31,2024-02-04,81,Null,4,Null,Null,227,308
San Francisco,Seattle,2024-01-31,2024-02-03,81,Null,5,Null,Null,891,972
Los Angeles,Seattle,2024-01-31,2024-02-04,63,Null,4,Null,Null,227,290
Los Angeles,Seattle,2024-01-31,2024-02-07,63,Null,5,Null,Null,891,954
San Diego,Seattle,2024-01-31,2024-02-01,77,Null,4,Null,Null,227,304
San Diego,Seattle,2024-01-31,2024-02-03,77,Null,5,Null,Null,891,968
"Chicago,Seattle,2024-03-01,2024-03-02,60,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",""Parking, Fitness"",224,284"
"Chicago,Seattle,2024-03-01,2024-03-02,60,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Airport Shuttle, Parking"",176,236"
"Chicago,Seattle,2024-03-01,2024-03-05,60,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",1319,1379"
"Chicago,Seattle,2024-03-01,2024-03-02,60,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Gym, Airport Shuttle"",531,591"
"Los Angeles,Seattle,2024-03-01,2024-03-04,55,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",""Parking, Fitness"",224,279"
"Los Angeles,Seattle,2024-03-01,2024-03-08,55,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Airport Shuttle, Parking"",176,231"
"Los Angeles,Seattle,2024-03-01,2024-03-04,55,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",1319,1374"
"Los Angeles,Seattle,2024-03-01,2024-03-03,55,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Gym, Airport Shuttle"",531,586"
"NYC,Seattle,2024-03-01,2024-03-03,233,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",""Parking, Fitness"",224,457"
"NYC,Seattle,2024-03-01,2024-03-02,233,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Airport Shuttle, Parking"",176,409"
"NYC,Seattle,2024-03-01,2024-03-08,233,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",1319,1552"
"NYC,Seattle,2024-03-01,2024-03-06,233,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Gym, Airport Shuttle"",531,764"
"San Diego,Seattle,2024-03-01,2024-03-05,161,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",""Parking, Fitness"",224,385"
"San Diego,Seattle,2024-03-01,2024-03-06,161,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Airport Shuttle, Parking"",176,337"
"San Diego,Seattle,2024-03-01,2024-03-08,161,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",1319,1480"
"San Diego,Seattle,2024-03-01,2024-03-02,161,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Gym, Airport Shuttle"",531,692"
"San Francisco,Seattle,2024-03-01,2024-03-02,179,The Edgewater Hotel,4,""2411 Alaskan Way, Seattle, WA 98121"",""Parking, Fitness"",224,403"
"San Francisco,Seattle,2024-03-01,2024-03-07,179,The Westin Seattle,4,""1900 5th Ave, Seattle, WA 98101"",""Airport Shuttle, Parking"",176,355"
"San Francisco,Seattle,2024-03-01,2024-03-04,179,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Pet friendly, Hot tub, Kitchen/Kitchenette"",1319,1498"
"San Francisco,Seattle,2024-03-01,2024-03-07,179,The Westin Seattle,5,""1900 5th Ave, Seattle, WA 98101"",""Kitchen/Kitchenette, Gym, Airport Shuttle"",531,710"
"Chicago,Los Angeles,2024-03-01,2024-03-07,84,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",Kitchen/Kitchenette,185,269"
"Chicago,Los Angeles,2024-03-01,2024-03-07,84,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Hot tub, Parking"",223,307"
"Chicago,Los Angeles,2024-03-01,2024-03-05,84,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Hot tub, Gym, Free Breakfast, Pool"",636,720"
"Chicago,Los Angeles,2024-03-01,2024-03-03,84,InterContinental Los Angeles Downtown,5,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Parking, Pet friendly, Fitness"",2842,2926"
"NYC,Los Angeles,2024-03-01,2024-03-03,203,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",Kitchen/Kitchenette,185,388"
"NYC,Los Angeles,2024-03-01,2024-03-02,203,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Hot tub, Parking"",223,426"
"NYC,Los Angeles,2024-03-01,2024-03-03,203,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Hot tub, Gym, Free Breakfast, Pool"",636,839"
"NYC,Los Angeles,2024-03-01,2024-03-02,203,InterContinental Los Angeles Downtown,5,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Parking, Pet friendly, Fitness"",2842,3045"
"San Diego,Los Angeles,2024-03-01,2024-03-05,122,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",Kitchen/Kitchenette,185,307"
"San Diego,Los Angeles,2024-03-01,2024-03-06,122,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Hot tub, Parking"",223,345"
"San Diego,Los Angeles,2024-03-01,2024-03-06,122,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Hot tub, Gym, Free Breakfast, Pool"",636,758"
"San Diego,Los Angeles,2024-03-01,2024-03-08,122,InterContinental Los Angeles Downtown,5,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Parking, Pet friendly, Fitness"",2842,2964"
"San Francisco,Los Angeles,2024-03-01,2024-03-08,64,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",Kitchen/Kitchenette,185,249"
"San Francisco,Los Angeles,2024-03-01,2024-03-06,64,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Hot tub, Parking"",223,287"
"San Francisco,Los Angeles,2024-03-01,2024-03-03,64,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Hot tub, Gym, Free Breakfast, Pool"",636,700"
"San Francisco,Los Angeles,2024-03-01,2024-03-04,64,InterContinental Los Angeles Downtown,5,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Parking, Pet friendly, Fitness"",2842,2906"
"Seattle,Los Angeles,2024-03-01,2024-03-03,56,InterContinental Los Angeles Downtown,4,""900 Wilshire Blvd, Los Angeles, CA 90017"",Kitchen/Kitchenette,185,241"
"Seattle,Los Angeles,2024-03-01,2024-03-08,56,""The Ritz-Carlton, Los Angeles"",4,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Airport Shuttle, Hot tub, Parking"",223,279"
"Seattle,Los Angeles,2024-03-01,2024-03-06,56,""The Ritz-Carlton, Los Angeles"",5,""900 W Olympic Blvd, Los Angeles, CA 90015"",""Hot tub, Gym, Free Breakfast, Pool"",636,692"
"Seattle,Los Angeles,2024-03-01,2024-03-05,56,InterContinental Los Angeles Downtown,5,""900 Wilshire Blvd, Los Angeles, CA 90017"",""Parking, Pet friendly, Fitness"",2842,2898"
"Chicago,San Francisco,2024-03-01,2024-03-07,170,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Gym,188,358"
"Chicago,San Francisco,2024-03-01,2024-03-04,170,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Airport Shuttle,157,327"
"Chicago,San Francisco,2024-03-01,2024-03-04,170,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Parking, Pet friendly, Hot tub"",529,699"
"Chicago,San Francisco,2024-03-01,2024-03-06,170,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Pool, Free Breakfast, Pet friendly, Fitness"",413,583"
"Los Angeles,San Francisco,2024-03-01,2024-03-07,52,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Gym,188,240"
"Los Angeles,San Francisco,2024-03-01,2024-03-08,52,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Airport Shuttle,157,209"
"Los Angeles,San Francisco,2024-03-01,2024-03-03,52,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Parking, Pet friendly, Hot tub"",529,581"
"Los Angeles,San Francisco,2024-03-01,2024-03-06,52,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Pool, Free Breakfast, Pet friendly, Fitness"",413,465"
"NYC,San Francisco,2024-03-01,2024-03-08,180,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Gym,188,368"
"NYC,San Francisco,2024-03-01,2024-03-04,180,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Airport Shuttle,157,337"
"NYC,San Francisco,2024-03-01,2024-03-02,180,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Parking, Pet friendly, Hot tub"",529,709"
"NYC,San Francisco,2024-03-01,2024-03-02,180,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Pool, Free Breakfast, Pet friendly, Fitness"",413,593"
"San Diego,San Francisco,2024-03-01,2024-03-04,60,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Gym,188,248"
"San Diego,San Francisco,2024-03-01,2024-03-08,60,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Airport Shuttle,157,217"
"San Diego,San Francisco,2024-03-01,2024-03-03,60,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Parking, Pet friendly, Hot tub"",529,589"
"San Diego,San Francisco,2024-03-01,2024-03-05,60,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Pool, Free Breakfast, Pet friendly, Fitness"",413,473"
"Seattle,San Francisco,2024-03-01,2024-03-02,99,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Gym,188,287"
"Seattle,San Francisco,2024-03-01,2024-03-02,99,""The Ritz-Carlton, San Francisco"",4,""600 Stockton St, San Francisco, CA 94108"",Airport Shuttle,157,256"
"Seattle,San Francisco,2024-03-01,2024-03-05,99,InterContinental San Francisco,5,""888 Howard St, San Francisco, CA 94103"",""Parking, Pet friendly, Hot tub"",529,628"
"Seattle,San Francisco,2024-03-01,2024-03-06,99,Fairmont San Francisco,5,""950 Mason St, San Francisco, CA 94108"",""Parking, Pool, Free Breakfast, Pet friendly, Fitness"",413,512"
"Chicago,NYC,2024-03-01,2024-03-05,131,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",""Free WiFi, Fitness, Pet friendly"",397,528"
"Chicago,NYC,2024-03-01,2024-03-07,131,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free Breakfast, Parking"",412,543"
"Chicago,NYC,2024-03-01,2024-03-07,131,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Parking, Free WiFi, Pool, Pet friendly, Free Breakfast"",714,845"
"Chicago,NYC,2024-03-01,2024-03-04,131,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Fitness, Gym, Pool, Pet friendly, Free WiFi"",1176,1307"
"Los Angeles,NYC,2024-03-01,2024-03-05,208,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",""Free WiFi, Fitness, Pet friendly"",397,605"
"Los Angeles,NYC,2024-03-01,2024-03-04,208,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free Breakfast, Parking"",412,620"
"Los Angeles,NYC,2024-03-01,2024-03-03,208,""The Langham, New York, Fifth Avenue"",5,""400 5th Ave, New York, NY 10018"",""Parking, Free WiFi, Pool, Pet friendly, Free Breakfast"",714,922"
"Los Angeles,NYC,2024-03-01,2024-03-06,208,The Plaza Hotel,5,""768 5th Ave, New York, NY 10019"",""Fitness, Gym, Pool, Pet friendly, Free WiFi"",1176,1384"
"San Diego,NYC,2024-03-01,2024-03-06,108,The Plaza Hotel,4,""768 5th Ave, New York, NY 10019"",""Free WiFi, Fitness, Pet friendly"",397,505"
"San Diego,NYC,2024-03-01,2024-03-07,108,""The Ritz-Carlton New York, Central Park"",4,""50 Central Park S, New York, NY 10019"",""Free Breakfast, Parking"",412,520"
