Origin,City,Date,Flight Price,Hotel Name,Stars,Address,Amenities,Night Price($)
San Diego,Seattle,2024-03-03,64,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Kitchen/Kitchenette, Hot tub, Parking",1352
San Diego,Seattle,2024-03-03,64,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Free Breakfast, Airport Shuttle, Pool",308
San Francisco,Seattle,2024-03-03,93,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Parking, Free Breakfast, Pet friendly",239
San Francisco,Seattle,2024-03-03,93,Sheraton Grand Seattle,4,"1400 6th Ave, Seattle, WA 98101","Free Breakfast, Pool, Airport Shuttle",188
San Francisco,Seattle,2024-03-03,93,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Kitchen/Kitchenette, Hot tub, Parking",1352
San Francisco,Seattle,2024-03-03,93,Fairmont Olympic Hotel,5,"411 University St, Seattle, WA 98101","Free Breakfast, Airport Shuttle, Pool",308
Chicago,Los Angeles,2024-03-03,82,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
Chicago,Los Angeles,2024-03-03,82,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
Chicago,Los Angeles,2024-03-03,82,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
Chicago,Los Angeles,2024-03-03,82,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Airport Shuttle, Fitness, Free WiFi, Kitchen/Kitchenette",1880
NYC,Los Angeles,2024-03-03,188,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
NYC,Los Angeles,2024-03-03,188,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
NYC,Los Angeles,2024-03-03,188,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
NYC,Los Angeles,2024-03-03,188,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Airport Shuttle, Fitness, Free WiFi, Kitchen/Kitchenette",1880
San Diego,Los Angeles,2024-03-03,111,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
San Diego,Los Angeles,2024-03-03,111,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
San Diego,Los Angeles,2024-03-03,111,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
San Diego,Los Angeles,2024-03-03,111,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Airport Shuttle, Fitness, Free WiFi, Kitchen/Kitchenette",1880
San Francisco,Los Angeles,2024-03-03,69,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
San Francisco,Los Angeles,2024-03-03,69,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
San Francisco,Los Angeles,2024-03-03,69,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
San Francisco,Los Angeles,2024-03-03,69,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Airport Shuttle, Fitness, Free WiFi, Kitchen/Kitchenette",1880
Seattle,Los Angeles,2024-03-03,61,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010",Pet friendly,277
Seattle,Los Angeles,2024-03-03,61,The LINE Hotel,4,"3515 Wilshire Blvd, Los Angeles, CA 90010","Parking, Airport Shuttle",202
Seattle,Los Angeles,2024-03-03,61,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Kitchen/Kitchenette, Airport Shuttle, Pet friendly, Free Breakfast",568
Seattle,Los Angeles,2024-03-03,61,"The Westin Bonaventure Hotel & Suites, Los Angeles",5,"404 S Figueroa St, Los Angeles, CA 90071","Pool, Airport Shuttle, Fitness, Free WiFi, Kitchen/Kitchenette",1880
Chicago,San Francisco,2024-03-03,179,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
Chicago,San Francisco,2024-03-03,179,Fairmont San Francisco,4,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
Chicago,San Francisco,2024-03-03,179,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
Chicago,San Francisco,2024-03-03,179,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
Los Angeles,San Francisco,2024-03-03,56,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
Los Angeles,San Francisco,2024-03-03,56,Fairmont San Francisco,4,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
Los Angeles,San Francisco,2024-03-03,56,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
Los Angeles,San Francisco,2024-03-03,56,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
NYC,San Francisco,2024-03-03,165,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
NYC,San Francisco,2024-03-03,165,Fairmont San Francisco,4,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
NYC,San Francisco,2024-03-03,165,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
NYC,San Francisco,2024-03-03,165,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
San Diego,San Francisco,2024-03-03,155,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
San Diego,San Francisco,2024-03-03,155,Fairmont San Francisco,4,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
San Diego,San Francisco,2024-03-03,155,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
San Diego,San Francisco,2024-03-03,155,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
Seattle,San Francisco,2024-03-03,131,Hotel Nikko San Francisco,4,"222 Mason St, San Francisco, CA 94102","Pool, Fitness",222
Seattle,San Francisco,2024-03-03,131,Fairmont San Francisco,4,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Kitchen/Kitchenette, Free WiFi",180
Seattle,San Francisco,2024-03-03,131,"The Ritz-Carlton, San Francisco",5,"600 Stockton St, San Francisco, CA 94108","Parking, Free WiFi, Airport Shuttle, Gym, Pool",840
Seattle,San Francisco,2024-03-03,131,Fairmont San Francisco,5,"950 Mason St, San Francisco, CA 94108","Airport Shuttle, Pool, Pet friendly",1147
Chicago,NYC,2024-03-03,118,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Fitness, Free Breakfast",334
Chicago,NYC,2024-03-03,118,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pool, Kitchen/Kitchenette, Fitness",330
Chicago,NYC,2024-03-03,118,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Parking, Pet friendly, Free WiFi, Airport Shuttle, Free Breakfast",1730
Chicago,NYC,2024-03-03,118,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Airport Shuttle, Kitchen/Kitchenette, Hot tub",762
Los Angeles,NYC,2024-03-03,189,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Fitness, Free Breakfast",334
Los Angeles,NYC,2024-03-03,189,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pool, Kitchen/Kitchenette, Fitness",330
Los Angeles,NYC,2024-03-03,189,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Parking, Pet friendly, Free WiFi, Airport Shuttle, Free Breakfast",1730
Los Angeles,NYC,2024-03-03,189,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Airport Shuttle, Kitchen/Kitchenette, Hot tub",762
San Diego,NYC,2024-03-03,105,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Fitness, Free Breakfast",334
San Diego,NYC,2024-03-03,105,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pool, Kitchen/Kitchenette, Fitness",330
San Diego,NYC,2024-03-03,105,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Parking, Pet friendly, Free WiFi, Airport Shuttle, Free Breakfast",1730
San Diego,NYC,2024-03-03,105,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Airport Shuttle, Kitchen/Kitchenette, Hot tub",762
San Francisco,NYC,2024-03-03,116,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Fitness, Free Breakfast",334
San Francisco,NYC,2024-03-03,116,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pool, Kitchen/Kitchenette, Fitness",330
San Francisco,NYC,2024-03-03,116,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Parking, Pet friendly, Free WiFi, Airport Shuttle, Free Breakfast",1730
San Francisco,NYC,2024-03-03,116,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Airport Shuttle, Kitchen/Kitchenette, Hot tub",762
Seattle,NYC,2024-03-03,212,The Plaza Hotel,4,"768 5th Ave, New York, NY 10019","Fitness, Free Breakfast",334
Seattle,NYC,2024-03-03,212,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007","Pool, Kitchen/Kitchenette, Fitness",330
Seattle,NYC,2024-03-03,212,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Parking, Pet friendly, Free WiFi, Airport Shuttle, Free Breakfast",1730
Seattle,NYC,2024-03-03,212,"The Ritz-Carlton New York, Central Park",5,"50 Central Park S, New York, NY 10019","Parking, Airport Shuttle, Kitchen/Kitchenette, Hot tub",762
Los Angeles,Chicago,2024-03-03,132,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Hot tub, Free WiFi, Kitchen/Kitchenette",180
Los Angeles,Chicago,2024-03-03,132,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Free WiFi, Gym",200
Los Angeles,Chicago,2024-03-03,132,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Parking, Pool, Pet friendly, Free Breakfast",1192
Los Angeles,Chicago,2024-03-03,132,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Free WiFi, Gym, Fitness",809
NYC,Chicago,2024-03-03,98,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Hot tub, Free WiFi, Kitchen/Kitchenette",180
NYC,Chicago,2024-03-03,98,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Free WiFi, Gym",200
NYC,Chicago,2024-03-03,98,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Parking, Pool, Pet friendly, Free Breakfast",1192
NYC,Chicago,2024-03-03,98,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Free WiFi, Gym, Fitness",809
San Diego,Chicago,2024-03-03,108,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Hot tub, Free WiFi, Kitchen/Kitchenette",180
San Diego,Chicago,2024-03-03,108,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Free WiFi, Gym",200
San Diego,Chicago,2024-03-03,108,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Parking, Pool, Pet friendly, Free Breakfast",1192
San Diego,Chicago,2024-03-03,108,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Free WiFi, Gym, Fitness",809
San Francisco,Chicago,2024-03-03,115,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Hot tub, Free WiFi, Kitchen/Kitchenette",180
San Francisco,Chicago,2024-03-03,115,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Free WiFi, Gym",200
San Francisco,Chicago,2024-03-03,115,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Parking, Pool, Pet friendly, Free Breakfast",1192
San Francisco,Chicago,2024-03-03,115,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Free WiFi, Gym, Fitness",809
Seattle,Chicago,2024-03-03,74,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611","Hot tub, Free WiFi, Kitchen/Kitchenette",180
Seattle,Chicago,2024-03-03,74,Trump International Hotel & Tower Chicago,4,"401 N Wabash Ave, Chicago, IL 60611","Free WiFi, Gym",200
Seattle,Chicago,2024-03-03,74,"The Langham, Chicago",5,"330 N Wabash Ave, Chicago, IL 60611","Airport Shuttle, Parking, Pool, Pet friendly, Free Breakfast",1192
Seattle,Chicago,2024-03-03,74,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Free WiFi, Gym, Fitness",809
Chicago,Seattle,2024-03-04,74,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
Chicago,Seattle,2024-03-04,74,Thompson Seattle,4,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
Chicago,Seattle,2024-03-04,74,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Free WiFi, Hot tub, Free Breakfast, Parking, Pool",1233
Chicago,Seattle,2024-03-04,74,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Gym, Fitness, Kitchen/Kitchenette, Parking",435
Los Angeles,Seattle,2024-03-04,70,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
Los Angeles,Seattle,2024-03-04,70,Thompson Seattle,4,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
Los Angeles,Seattle,2024-03-04,70,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Free WiFi, Hot tub, Free Breakfast, Parking, Pool",1233
Los Angeles,Seattle,2024-03-04,70,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Gym, Fitness, Kitchen/Kitchenette, Parking",435
NYC,Seattle,2024-03-04,170,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
NYC,Seattle,2024-03-04,170,Thompson Seattle,4,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
NYC,Seattle,2024-03-04,170,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Free WiFi, Hot tub, Free Breakfast, Parking, Pool",1233
NYC,Seattle,2024-03-04,170,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Gym, Fitness, Kitchen/Kitchenette, Parking",435
San Diego,Seattle,2024-03-04,160,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
San Diego,Seattle,2024-03-04,160,Thompson Seattle,4,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
San Diego,Seattle,2024-03-04,160,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Free WiFi, Hot tub, Free Breakfast, Parking, Pool",1233
San Diego,Seattle,2024-03-04,160,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Gym, Fitness, Kitchen/Kitchenette, Parking",435
San Francisco,Seattle,2024-03-04,183,Fairmont Olympic Hotel,4,"411 University St, Seattle, WA 98101","Gym, Airport Shuttle, Free Breakfast",241
San Francisco,Seattle,2024-03-04,183,Thompson Seattle,4,"110 Stewart St, Seattle, WA 98101","Gym, Free Breakfast, Airport Shuttle",274
San Francisco,Seattle,2024-03-04,183,The Westin Seattle,5,"1900 5th Ave, Seattle, WA 98101","Free WiFi, Hot tub, Free Breakfast, Parking, Pool",1233
San Francisco,Seattle,2024-03-04,183,The Edgewater Hotel,5,"2411 Alaskan Way, Seattle, WA 98121","Gym, Fitness, Kitchen/Kitchenette, Parking",435
Chicago,Los Angeles,2024-03-04,98,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
Chicago,Los Angeles,2024-03-04,98,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
Chicago,Los Angeles,2024-03-04,98,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
Chicago,Los Angeles,2024-03-04,98,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
NYC,Los Angeles,2024-03-04,181,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
NYC,Los Angeles,2024-03-04,181,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
NYC,Los Angeles,2024-03-04,181,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
NYC,Los Angeles,2024-03-04,181,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
San Diego,Los Angeles,2024-03-04,86,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
San Diego,Los Angeles,2024-03-04,86,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
San Diego,Los Angeles,2024-03-04,86,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
San Diego,Los Angeles,2024-03-04,86,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
San Francisco,Los Angeles,2024-03-04,52,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
San Francisco,Los Angeles,2024-03-04,52,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
San Francisco,Los Angeles,2024-03-04,52,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
San Francisco,Los Angeles,2024-03-04,52,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
Seattle,Los Angeles,2024-03-04,96,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Hot tub",277
Seattle,Los Angeles,2024-03-04,96,InterContinental Los Angeles Downtown,4,"900 Wilshire Blvd, Los Angeles, CA 90017","Free WiFi, Pet friendly",239
Seattle,Los Angeles,2024-03-04,96,The LINE Hotel,5,"3515 Wilshire Blvd, Los Angeles, CA 90010","Free WiFi, Pet friendly, Fitness, Kitchen/Kitchenette",2867
Seattle,Los Angeles,2024-03-04,96,InterContinental Los Angeles Downtown,5,"900 Wilshire Blvd, Los Angeles, CA 90017","Free Breakfast, Pet friendly, Free WiFi, Fitness, Gym",2108
Chicago,San Francisco,2024-03-04,183,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
Chicago,San Francisco,2024-03-04,183,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
Chicago,San Francisco,2024-03-04,183,Hotel Nikko San Francisco,5,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
Chicago,San Francisco,2024-03-04,183,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
Los Angeles,San Francisco,2024-03-04,58,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
Los Angeles,San Francisco,2024-03-04,58,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
Los Angeles,San Francisco,2024-03-04,58,Hotel Nikko San Francisco,5,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
Los Angeles,San Francisco,2024-03-04,58,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
NYC,San Francisco,2024-03-04,155,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
NYC,San Francisco,2024-03-04,155,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
NYC,San Francisco,2024-03-04,155,Hotel Nikko San Francisco,5,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
NYC,San Francisco,2024-03-04,155,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
San Diego,San Francisco,2024-03-04,133,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
San Diego,San Francisco,2024-03-04,133,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
San Diego,San Francisco,2024-03-04,133,Hotel Nikko San Francisco,5,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
San Diego,San Francisco,2024-03-04,133,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
Seattle,San Francisco,2024-03-04,67,InterContinental San Francisco,4,"888 Howard St, San Francisco, CA 94103","Kitchen/Kitchenette, Airport Shuttle, Gym",166
Seattle,San Francisco,2024-03-04,67,The St. Regis San Francisco,4,"125 3rd St, San Francisco, CA 94103",Kitchen/Kitchenette,177
Seattle,San Francisco,2024-03-04,67,Hotel Nikko San Francisco,5,"222 Mason St, San Francisco, CA 94102","Pool, Free Breakfast, Free WiFi",1133
Seattle,San Francisco,2024-03-04,67,The St. Regis San Francisco,5,"125 3rd St, San Francisco, CA 94103","Gym, Free Breakfast, Pet friendly, Fitness, Kitchen/Kitchenette",1066
Chicago,NYC,2024-03-04,130,The Peninsula New York,4,"700 5th Ave, New York, NY 10019",Free Breakfast,379
Chicago,NYC,2024-03-04,130,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007",Fitness,362
Chicago,NYC,2024-03-04,130,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Kitchen/Kitchenette, Hot tub, Free Breakfast, Fitness, Gym",481
Chicago,NYC,2024-03-04,130,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Fitness, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1648
Los Angeles,NYC,2024-03-04,226,The Peninsula New York,4,"700 5th Ave, New York, NY 10019",Free Breakfast,379
Los Angeles,NYC,2024-03-04,226,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007",Fitness,362
Los Angeles,NYC,2024-03-04,226,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Kitchen/Kitchenette, Hot tub, Free Breakfast, Fitness, Gym",481
Los Angeles,NYC,2024-03-04,226,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Fitness, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1648
San Diego,NYC,2024-03-04,159,The Peninsula New York,4,"700 5th Ave, New York, NY 10019",Free Breakfast,379
San Diego,NYC,2024-03-04,159,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007",Fitness,362
San Diego,NYC,2024-03-04,159,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Kitchen/Kitchenette, Hot tub, Free Breakfast, Fitness, Gym",481
San Diego,NYC,2024-03-04,159,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Fitness, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1648
San Francisco,NYC,2024-03-04,104,The Peninsula New York,4,"700 5th Ave, New York, NY 10019",Free Breakfast,379
San Francisco,NYC,2024-03-04,104,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007",Fitness,362
San Francisco,NYC,2024-03-04,104,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Kitchen/Kitchenette, Hot tub, Free Breakfast, Fitness, Gym",481
San Francisco,NYC,2024-03-04,104,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Fitness, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1648
Seattle,NYC,2024-03-04,178,The Peninsula New York,4,"700 5th Ave, New York, NY 10019",Free Breakfast,379
Seattle,NYC,2024-03-04,178,Four Seasons Hotel New York Downtown,4,"27 Barclay St, New York, NY 10007",Fitness,362
Seattle,NYC,2024-03-04,178,The Peninsula New York,5,"700 5th Ave, New York, NY 10019","Kitchen/Kitchenette, Hot tub, Free Breakfast, Fitness, Gym",481
Seattle,NYC,2024-03-04,178,Four Seasons Hotel New York Downtown,5,"27 Barclay St, New York, NY 10007","Fitness, Parking, Pool, Pet friendly, Kitchen/Kitchenette",1648
Los Angeles,Chicago,2024-03-04,181,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611",Free WiFi,155
Los Angeles,Chicago,2024-03-04,181,Four Seasons Hotel Chicago,4,"120 E Delaware Pl, Chicago, IL 60611","Parking, Fitness",183
Los Angeles,Chicago,2024-03-04,181,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Hot tub, Pet friendly, Free Breakfast",576
Los Angeles,Chicago,2024-03-04,181,Four Seasons Hotel Chicago,5,"120 E Delaware Pl, Chicago, IL 60611","Kitchen/Kitchenette, Airport Shuttle, Pool, Gym",704
NYC,Chicago,2024-03-04,129,Park Hyatt Chicago,4,"800 N Michigan Ave, Chicago, IL 60611",Free WiFi,155
